DATE,OPEN,HIGH,LOW,CLOSE,SHARES,TRADES
20-04-2021,104.00,104.95,102.15,102.85,2035499,10051
19-04-2021,104.00,105.90,101.90,103.10,750464,4908
16-04-2021,105.20,107.80,104.20,107.30,746676,4216
15-04-2021,103.80,106.80,103.80,105.00,1452332,7092
13-04-2021,98.05,102.50,98.05,102.05,1006548,5549
12-04-2021,101.10,102.25,97.45,98.05,2111185,19749
09-04-2021,103.80,104.90,103.25,103.80,361678,2851
08-04-2021,104.40,105.65,103.35,103.55,2233174,7828
07-04-2021,103.60,105.40,103.50,104.65,597805,2892
06-04-2021,102.10,104.40,101.35,103.85,451504,3191
05-04-2021,102.50,104.40,99.45,103.40,898859,5254
01-04-2021,103.25,104.85,101.30,104.20,1058882,4733
31-03-2021,103.00,104.15,101.90,102.15,1528352,9142
30-03-2021,104.35,106.30,102.70,103.80,946658,5499
26-03-2021,103.20,104.10,100.30,102.30,1125532,5849
25-03-2021,106.40,107.65,101.40,101.95,1359973,10005
24-03-2021,105.95,106.00,102.90,104.75,1086966,6667
23-03-2021,109.65,110.30,106.55,107.15,1298740,14577
22-03-2021,110.65,111.20,108.60,109.65,785830,4399
19-03-2021,106.25,113.25,104.50,110.35,2211234,10687
18-03-2021,110.10,112.10,107.55,110.00,2268430,13767
17-03-2021,115.30,115.30,108.75,109.40,1815320,16046
16-03-2021,113.75,116.25,113.75,115.10,911176,5042
15-03-2021,116.25,116.75,112.80,114.30,1729190,11636
12-03-2021,115.50,117.35,114.00,115.05,2174949,13121
10-03-2021,116.70,116.85,113.60,114.45,1405792,12707
09-03-2021,119.65,119.65,114.25,116.85,2375038,17284
08-03-2021,118.95,122.30,117.25,118.30,3259455,18721
05-03-2021,116.25,118.20,113.50,114.90,5224072,28096
04-03-2021,113.80,117.05,112.30,112.70,2097340,11057
03-03-2021,114.45,115.90,113.20,113.95,1107675,7346
02-03-2021,116.00,116.65,112.80,113.45,2839783,21284
01-03-2021,114.40,117.50,113.55,117.15,3511876,27891
26-02-2021,115.90,118.40,110.00,111.15,3495120,17928
25-02-2021,115.60,120.50,115.40,119.00,6220965,35784
24-02-2021,113.80,115.50,101.00,113.70,6161383,33415
23-02-2021,109.25,114.35,109.25,112.20,3545175,18353
22-02-2021,105.55,108.60,105.25,106.30,1751543,9837
19-02-2021,110.70,112.15,103.85,105.10,2409787,11421
18-02-2021,103.40,113.45,103.40,110.70,4560147,23005
17-02-2021,102.35,103.50,100.85,102.20,867030,4692
16-02-2021,99.00,104.80,99.00,103.75,3427200,15731
15-02-2021,97.00,99.20,95.60,98.40,1291326,5397
12-02-2021,99.00,99.35,96.55,97.00,1177955,4717
11-02-2021,100.70,100.80,98.90,99.45,760772,3060
10-02-2021,101.60,102.50,98.70,99.95,1069213,4763
09-02-2021,100.00,103.30,99.80,101.00,4721310,26037
08-02-2021,99.65,100.60,99.05,99.70,1331522,6783
05-02-2021,98.60,99.90,96.80,97.65,3131549,17172
04-02-2021,93.90,98.60,93.90,97.70,2681211,11182
03-02-2021,94.30,95.20,93.00,93.30,1984376,12605
02-02-2021,92.80,93.90,91.20,92.90,2023611,13099
01-02-2021,88.75,91.15,88.45,90.85,1753501,12864
29-01-2021,90.70,92.90,87.90,88.40,1961043,16035
28-01-2021,89.50,91.35,88.70,90.70,1148657,5767
27-01-2021,91.85,91.85,88.80,89.65,5334652,5464
25-01-2021,93.30,93.80,89.95,91.30,2822383,19558
22-01-2021,94.80,95.45,92.50,92.80,2527371,19397
21-01-2021,99.00,100.20,94.00,94.90,2157407,16987
20-01-2021,99.45,99.80,97.90,98.85,1393729,9332
19-01-2021,97.60,99.00,97.50,98.10,1550525,9549
18-01-2021,101.50,101.80,96.15,96.70,1771260,9338
15-01-2021,105.10,106.10,100.70,101.35,1396410,6726
14-01-2021,107.00,107.50,104.20,105.00,893261,5380
13-01-2021,104.50,107.85,104.10,105.20,3534132,21508
12-01-2021,101.80,104.45,100.80,103.45,2380773,14181
11-01-2021,101.20,102.85,98.00,102.55,3425704,19098
08-01-2021,98.80,101.30,98.55,100.65,3307679,17099
07-01-2021,97.80,99.10,97.05,97.90,2404223,11825
06-01-2021,98.30,99.35,96.25,96.95,5268875,22271
05-01-2021,96.00,96.30,94.35,94.95,1979400,11857
04-01-2021,94.00,97.30,93.90,96.95,4447785,21240
01-01-2021,93.85,94.35,93.00,93.20,1084781,6925
31-12-2020,92.75,95.55,92.65,93.20,2766131,12152
30-12-2020,93.50,94.45,92.75,93.25,1576002,8424
29-12-2020,94.30,94.70,92.00,93.15,1682707,10758
28-12-2020,94.00,95.15,93.30,93.80,1605999,10231
24-12-2020,91.95,95.50,91.95,93.15,3578178,18857
23-12-2020,91.00,91.25,88.05,90.80,1761629,12785
22-12-2020,88.10,92.30,86.50,90.60,5163284,26878
21-12-2020,99.15,99.15,88.95,89.90,3544066,14693
18-12-2020,101.35,102.20,98.15,98.95,2982262,15378
17-12-2020,105.00,105.65,100.65,101.50,2609328,13075
16-12-2020,101.05,103.60,100.95,103.10,1923051,7722
15-12-2020,102.75,102.75,99.10,100.40,2729166,14251
14-12-2020,98.10,102.50,97.50,101.55,4710660,23639
11-12-2020,92.15,101.00,92.15,96.80,7143570,22692
10-12-2020,91.15,92.20,88.70,91.60,1427187,4788
09-12-2020,91.15,92.80,90.90,91.15,2488105,12048
08-12-2020,93.00,93.40,90.05,90.75,3227440,17385
07-12-2020,90.85,94.00,90.85,91.95,4196976,19248
04-12-2020,89.50,90.95,87.20,89.85,4231281,21575
03-12-2020,85.10,89.00,85.10,88.70,4430408,22886
02-12-2020,81.65,85.10,81.00,84.85,2205337,8580
01-12-2020,78.50,82.00,77.00,81.50,3587260,16730
27-11-2020,80.55,81.15,78.05,78.50,1759820,11291
26-11-2020,81.25,81.55,79.45,80.20,2133461,11619
25-11-2020,77.15,81.75,77.15,80.80,3147791,12335
24-11-2020,76.60,78.00,75.45,76.05,2641619,12814
23-11-2020,72.00,77.75,71.80,76.50,1827113,6792
20-11-2020,72.65,72.70,70.70,71.60,504998,2304
19-11-2020,71.50,74.15,71.50,72.10,1091539,4090
18-11-2020,71.70,72.05,70.90,71.90,1248695,7267
17-11-2020,72.50,73.25,71.00,71.30,1564423,9223
14-11-2020,73.00,73.85,72.50,72.65,265358,2160
13-11-2020,71.20,72.45,70.05,72.10,1262467,6617
12-11-2020,72.40,72.70,70.80,71.55,433349,2063
11-11-2020,71.50,72.70,70.60,72.30,958585,3925
10-11-2020,69.10,71.00,68.55,70.70,1301283,4387
09-11-2020,68.80,68.80,67.80,68.40,749400,5157
06-11-2020,67.55,68.20,67.20,68.00,398325,1764
05-11-2020,67.00,68.05,66.15,67.55,1438502,7098
04-11-2020,66.10,66.90,65.70,66.45,369261,1760
03-11-2020,66.00,66.70,65.70,66.25,952641,4930
02-11-2020,65.15,66.05,64.20,65.70,1028935,6194
30-10-2020,65.05,65.90,64.20,64.95,1233290,6937
29-10-2020,66.10,66.20,64.15,64.40,1833093,14016
28-10-2020,67.15,67.35,66.10,66.35,885499,6404
27-10-2020,68.00,68.20,66.55,66.85,437489,2438
26-10-2020,69.40,69.60,67.65,68.15,843530,5511
23-10-2020,69.25,69.55,68.60,69.00,799631,4598
22-10-2020,67.65,69.05,67.25,68.85,1366089,5857
21-10-2020,67.95,68.55,67.00,67.85,1468310,6606
20-10-2020,69.80,69.80,67.30,67.40,494772,2496
19-10-2020,67.70,70.40,67.50,69.25,874176,3425
16-10-2020,66.30,67.50,66.00,67.20,669791,2362
15-10-2020,67.70,68.45,65.75,66.00,1407423,8726
14-10-2020,68.80,68.85,66.70,67.00,880603,7404
13-10-2020,69.20,69.80,68.80,69.05,275200,1538
12-10-2020,70.20,70.45,68.00,69.10,953701,6282
09-10-2020,69.00,70.60,68.25,70.35,2768162,9428
08-10-2020,71.00,71.00,68.25,68.50,1541681,9642
07-10-2020,69.25,73.20,69.25,70.50,4060588,15881
06-10-2020,69.70,70.15,69.05,69.35,736955,2132
05-10-2020,68.95,69.70,68.40,69.15,917879,6536
01-10-2020,67.55,69.35,66.60,69.15,1546327,9866
30-09-2020,69.45,70.40,67.60,69.30,1546866,8535
29-09-2020,72.45,72.50,68.90,69.15,1038248,8759
28-09-2020,69.25,73.65,69.25,71.90,1662595,10399
25-09-2020,68.00,69.25,66.15,68.90,858253,3371
24-09-2020,66.00,67.30,65.45,66.40,1291686,10821
23-09-2020,70.30,70.30,67.40,67.65,1144960,11162
22-09-2020,71.00,71.30,68.75,69.50,2042556,11695
21-09-2020,74.25,74.25,70.90,71.15,680907,2869
18-09-2020,73.95,74.80,72.95,74.25,903947,2561
17-09-2020,73.85,74.30,72.90,73.10,1632066,6824
16-09-2020,74.30,74.30,72.60,73.10,408552,2028
15-09-2020,74.10,74.35,73.25,73.75,277848,1586
14-09-2020,73.95,74.75,73.25,73.65,986186,7263
11-09-2020,73.65,73.70,72.60,73.40,565879,2239
10-09-2020,73.90,74.40,72.70,73.65,617463,3205
09-09-2020,74.10,74.10,70.90,72.70,2086165,18344
08-09-2020,76.80,76.80,74.00,74.50,756280,4097
07-09-2020,77.95,78.40,76.05,76.45,1287348,11035
04-09-2020,78.80,79.10,77.35,77.95,1176130,8767
03-09-2020,80.85,81.40,78.80,79.05,840256,3475
02-09-2020,81.00,81.70,79.50,80.25,1134523,5881
01-09-2020,82.50,82.95,78.00,79.35,1999381,13539
31-08-2020,81.30,85.50,81.00,82.05,4015830,11849
28-08-2020,80.20,81.80,80.05,80.30,1534440,7655
27-08-2020,81.70,81.80,80.05,80.20,672215,2601
26-08-2020,80.80,82.05,80.75,81.40,1809473,6792
25-08-2020,81.20,82.50,80.25,80.55,1100511,2858
24-08-2020,81.10,81.80,80.60,81.20,867276,5961
21-08-2020,83.20,83.45,80.65,81.05,779300,3106
20-08-2020,79.35,83.25,77.90,82.15,1811171,5779
19-08-2020,80.60,81.70,79.10,79.50,500946,2242
18-08-2020,79.35,81.85,79.15,80.60,916450,4333
17-08-2020,77.10,79.75,77.10,79.30,1644493,8180
14-08-2020,79.00,79.00,77.00,77.15,513083,2531
13-08-2020,78.90,79.45,78.40,78.60,335451,1964
12-08-2020,79.20,79.20,77.65,78.10,387306,1982
11-08-2020,79.25,80.00,78.30,78.45,381261,2024
10-08-2020,79.10,79.70,78.90,79.05,856678,6011
07-08-2020,78.50,79.35,78.10,78.65,947516,2700
06-08-2020,77.60,79.95,77.05,77.95,1287121,4166
05-08-2020,76.20,77.50,76.20,76.95,853918,5293
04-08-2020,76.00,77.65,75.95,76.20,1168588,7173
03-08-2020,78.40,78.40,75.60,75.95,837280,9744
31-07-2020,78.35,78.85,77.10,78.40,567972,2163
30-07-2020,79.80,80.25,77.50,77.70,430539,2431
29-07-2020,79.40,80.70,79.30,79.50,613675,5202
28-07-2020,81.30,81.30,79.35,79.95,358280,1761
27-07-2020,81.50,82.00,80.05,80.70,746388,5312
24-07-2020,82.40,82.40,80.25,81.00,335603,1818
23-07-2020,82.70,83.80,82.20,82.65,1214384,7590
22-07-2020,83.00,83.45,81.75,82.65,622357,3469
21-07-2020,80.30,82.90,80.30,82.40,892404,3799
20-07-2020,81.00,81.25,79.25,80.30,1263915,7759
17-07-2020,76.10,80.65,76.10,80.35,973772,4459
16-07-2020,77.00,77.00,75.05,76.15,430838,2566
15-07-2020,77.70,78.15,75.85,76.25,2092571,9483
14-07-2020,78.85,79.00,77.15,77.40,464633,2618
13-07-2020,78.65,79.55,78.45,78.90,1052761,7513
10-07-2020,80.35,80.35,77.75,78.60,983954,5042
09-07-2020,81.00,82.20,79.90,80.20,1440434,10460
08-07-2020,82.50,82.85,81.00,81.55,2022504,4540
07-07-2020,83.95,83.95,81.80,81.95,1964508,5863
06-07-2020,83.00,84.90,82.80,83.75,3010119,5949
03-07-2020,82.00,83.25,81.60,82.40,2268719,7206
02-07-2020,81.50,84.10,81.10,81.90,3163434,12581
01-07-2020,78.80,80.90,78.20,80.50,3124828,13312
30-06-2020,83.45,83.50,80.70,81.40,1194242,7942
29-06-2020,84.00,84.10,81.60,82.40,1690414,8075
26-06-2020,83.50,84.80,82.50,84.15,2341750,9783
25-06-2020,82.35,83.95,80.10,81.80,3767960,16113
24-06-2020,86.00,86.70,82.60,83.15,2303134,14615
23-06-2020,84.95,86.50,84.40,85.75,2366093,10315
22-06-2020,85.75,86.10,84.10,84.90,1533349,9208
19-06-2020,84.80,86.25,84.30,85.75,1527725,9602
18-06-2020,83.15,84.00,81.85,83.65,999401,6815
17-06-2020,83.55,84.70,83.25,84.25,1638852,4720
16-06-2020,85.10,85.75,82.40,83.85,1921436,9394
15-06-2020,84.40,85.95,83.00,84.10,745805,5611
12-06-2020,82.40,84.20,82.00,83.95,987799,5011
11-06-2020,88.80,89.50,86.50,86.90,483685,2986
10-06-2020,90.20,91.50,87.75,88.20,614938,3293
09-06-2020,92.50,92.50,89.40,90.00,677977,3329
08-06-2020,90.00,93.10,89.25,90.95,1631721,6683
05-06-2020,85.50,88.75,85.10,86.95,765293,3907
04-06-2020,85.20,86.00,84.00,84.90,633078,3885
03-06-2020,86.00,87.45,85.50,86.15,1020142,5239
02-06-2020,84.15,84.90,82.60,84.35,660889,3952
01-06-2020,84.60,86.30,83.70,83.90,1227840,5556
29-05-2020,78.75,83.75,77.60,83.20,1467118,6224
28-05-2020,77.95,80.95,77.30,78.85,916358,3432
27-05-2020,77.05,78.20,76.00,77.90,491253,2309
26-05-2020,77.10,78.25,76.80,76.95,502549,2372
22-05-2020,77.05,77.10,75.50,76.20,557967,2537
21-05-2020,78.90,78.90,76.45,77.00,488022,3387
20-05-2020,77.00,78.50,76.40,78.05,556571,3280
19-05-2020,74.60,78.65,74.10,77.10,1439027,6774
18-05-2020,77.00,77.00,72.50,72.90,678172,4584
